movieId,title,year,genres,first_three_actors,director,original_language,imdb_id,movieIdInt
1480,Touch of Evil,1958,"Drama, Thriller, Crime","Charlton Heston, Janet Leigh, Orson Welles",Orson Welles,en,tt0052311,908
826,The Bridge on the River Kwai,1957,"Drama, History, War","William Holden, Alec Guinness, Jack Hawkins",David Lean,en,tt0050212,636
422,8½,1963,"Fantasy, Drama","Marcello Mastroianni, Claudia Cardinale, Anouk Aimée",Federico Fellini,it,tt0056801,318
829,Chinatown,1974,"Crime, Drama, Mystery, Thriller","Jack Nicholson, Faye Dunaway, John Huston",Roman Polanski,en,tt0071315,639
828,The Day the Earth Stood Still,1951,"Drama, Science Fiction, Thriller","Michael Rennie, Patricia Neal, Billy Gray",Robert Wise,en,tt0043456,638
3090,The Treasure of the Sierra Madre,1948,"Action, Adventure, Drama, Western","Humphrey Bogart, Walter Huston, Tim Holt",John Huston,en,tt0040897,1680
3063,Duck Soup,1933,Comedy,"Groucho Marx, Harpo Marx, Chico Marx",Leo McCarey,en,tt0023969,1659
694,The Shining,1980,"Horror, Thriller","Jack Nicholson, Shelley Duvall, Danny Lloyd",Stanley Kubrick,en,tt0081505,537
235,Stand by Me,1986,"Crime, Drama","Wil Wheaton, River Phoenix, Corey Feldman",Rob Reiner,en,tt0092005,181
832,M,1931,"Drama, Action, Thriller, Crime","Peter Lorre, Ellen Widmann, Inge Landgut",Fritz Lang,de,tt0022100,642
765,Evil Dead II,1987,"Horror, Comedy, Fantasy","Bruce Campbell, Sarah Berry, Dan Hicks",Sam Raimi,en,tt0092991,578
5925,The Great Escape,1963,"Adventure, Drama, History, Thriller, War","Steve McQueen, James Garner, Richard Attenborough",John Sturges,en,tt0057115,2355
4485,Diva,1981,"Action, Drama, Music, Thriller","Frédéric Andréi, Richard Bohringer, Roland Bertin",Jean-Jacques Beineix,fr,tt0082269,1956
137,Groundhog Day,1993,"Romance, Fantasy, Drama, Comedy","Bill Murray, Andie MacDowell, Chris Elliott",Harold Ramis,en,tt0107048,94
33,Unforgiven,1992,Western,"Clint Eastwood, Gene Hackman, Morgan Freeman",Clint Eastwood,en,tt0105695,22
982,The Manchurian Candidate,1962,"Mystery, Thriller","Frank Sinatra, Laurence Harvey, Angela Lansbury",John Frankenheimer,en,tt0056218,766
212,Arsenic and Old Lace,1944,"Comedy, Crime","Cary Grant, Priscilla Lane, Raymond Massey",Frank Capra,en,tt0036613,160
105,Back to the Future,1985,"Adventure, Comedy, Science Fiction, Family","Michael J. Fox, Christopher Lloyd, Lea Thompson",Robert Zemeckis,en,tt0088763,67
1633,Fried Green Tomatoes,1991,"Drama, Comedy","Kathy Bates, Mary-Louise Parker, Jessica Tandy",Jon Avnet,en,tt0101921,997
1554,Down by Law,1986,"Crime, Drama, Comedy","Tom Waits, John Lurie, Roberto Benigni",Jim Jarmusch,en,tt0090967,939
149,Akira,1988,"Science Fiction, Animation","Mitsuo Iwata, Nozomu Sasaki, Mami Koyama",Katsuhiro Ōtomo,ja,tt0094625,106
8009,Highlander,1986,"Adventure, Action, Fantasy","Christopher Lambert, Roxanne Hart, Clancy Brown",Russell Mulcahy,en,tt0091203,2623
903,Cool Hand Luke,1967,"Crime, Drama","Paul Newman, George Kennedy, Luke Askew",Stuart Rosenberg,en,tt0061512,706
3034,Young Frankenstein,1974,"Comedy, Science Fiction","Gene Wilder, Peter Boyle, Marty Feldman",Mel Brooks,en,tt0072431,1638
339,Night on Earth,1991,"Comedy, Drama","Winona Ryder, Gena Rowlands, Lisanne Falk",Jim Jarmusch,en,tt0102536,273
914,The Great Dictator,1940,Comedy,"Charlie Chaplin, Jack Oakie, Reginald Gardiner",Charlie Chaplin,en,tt0032553,714
756,Fantasia,1940,"Animation, Family, Music","Deems Taylor, Walt Disney, Julietta Novis",Samuel Armstrong,en,tt0032455,569
288,High Noon,1952,Western,"Gary Cooper, Grace Kelly, Thomas Mitchell",Fred Zinnemann,en,tt0044706,229
910,The Big Sleep,1946,"Crime, Drama, Mystery, Thriller","Humphrey Bogart, Lauren Bacall, John Ridgely",Howard Hawks,en,tt0038355,710
2640,Heathers,1988,"Thriller, Comedy, Drama","Winona Ryder, Christian Slater, Shannen Doherty",Michael Lehmann,en,tt0097493,1505
665,Ben-Hur,1959,"Action, Adventure, Drama, History","Charlton Heston, Jack Hawkins, Haya Harareet",William Wyler,en,tt0052618,514
89,Indiana Jones and the Last Crusade,1989,"Adventure, Action","Harrison Ford, Sean Connery, Denholm Elliott",Steven Spielberg,en,tt0097576,53
783,Gandhi,1982,"Drama, History","Ben Kingsley, Candice Bergen, Edward Fox",Richard Attenborough,en,tt0083987,596
625,The Killing Fields,1984,"War, Drama, History","Sam Waterston, Haing S. Ngor, Craig T. Nelson",Roland Joffé,en,tt0087553,477
8816,My Life as a Dog,1985,"Drama, Comedy","Anton Glanzelius, Tomas von Brömssen, Anki Lidén",Lasse Hallström,sv,tt0089606,2774
830,Forbidden Planet,1956,"Adventure, Science Fiction, Action","Walter Pidgeon, Anne Francis, Leslie Nielsen",Fred M. Wilcox,en,tt0049223,640
2323,Field of Dreams,1989,"Drama, Fantasy","Kevin Costner, Amy Madigan, Gaby Hoffmann",Phil Alden Robinson,en,tt0097351,1421
983,The Man Who Would Be King,1975,"Adventure, Drama","Sean Connery, Michael Caine, Christopher Plummer",John Huston,en,tt0073341,767
642,Butch Cassidy and the Sundance Kid,1969,"History, Drama, Western, Crime","Paul Newman, Robert Redford, Katharine Ross",George Roy Hill,en,tt0064115,494
655,"Paris, Texas",1984,Drama,"Harry Dean Stanton, Nastassja Kinski, Dean Stockwell",Wim Wenders,en,tt0087884,505
639,When Harry Met Sally...,1989,"Comedy, Romance, Drama","Meg Ryan, Billy Crystal, Carrie Fisher",Rob Reiner,en,tt0098635,491
96288,Paris Was a Woman,1996,Documentary,"Gisèle Freund, Sylvia Beach, Janet Flanner",Greta Schiller,en,tt0114093,5578
814,An American Werewolf in London,1981,"Horror, Comedy","David Naughton, Jenny Agutter, Griffin Dunne",John Landis,en,tt0082010,625
25944,Blood for Dracula,1974,Horror,"Udo Kier, Joe Dallesandro, Vittorio De Sica",Paul Morrissey,en,tt0071233,2982
32076,The Believers,1987,"Crime, Drama, Horror, Mystery, Thriller","Martin Sheen, Helen Shaver, Harley Cross",John Schlesinger,en,tt0092632,3594
571,The Birds,1963,Horror,"Tippi Hedren, Rod Taylor, Suzanne Pleshette",Alfred Hitchcock,en,tt0056869,428
8851,The Blob,1958,"Horror, Science Fiction","Steve McQueen, Aneta Corsaut, Earl Rowe",Irvin S. Yeaworth Jr.,en,tt0051418,2796
6114,Dracula,1992,"Romance, Horror","Gary Oldman, Winona Ryder, Anthony Hopkins",Francis Ford Coppola,en,tt0103874,2401
229,Bride of Frankenstein,1935,"Horror, Science Fiction","Boris Karloff, Colin Clive, Ernest Thesiger",James Whale,en,tt0026138,176
1598,Cape Fear,1991,"Crime, Thriller","Robert De Niro, Nick Nolte, Jessica Lange",Martin Scorsese,en,tt0101540,974
7340,Carrie,1976,"Horror, Thriller","Sissy Spacek, Piper Laurie, Amy Irving",Brian De Palma,en,tt0074285,2576
6217,Cat People,1982,"Drama, Fantasy, Horror, Thriller","Nastassja Kinski, Malcolm McDowell, John Heard",Paul Schrader,en,tt0083722,2412
377,A Nightmare on Elm Street,1984,Horror,"John Saxon, Ronee Blakley, Heather Langenkamp",Wes Craven,en,tt0087800,286
653,Nosferatu,1922,"Fantasy, Horror","Max Schreck, Gustav von Wangenheim, Greta Schröder",F.W. Murnau,de,tt0013442,503
794,The Omen,1976,"Horror, Thriller","Gregory Peck, Lee Remick, David Warner",Richard Donner,en,tt0075005,606
8744,Albino Alligator,1996,"Crime, Drama, Thriller","Matt Dillon, Faye Dunaway, Gary Sinise",Kevin Spacey,en,tt0115495,2756
145,Breaking the Waves,1996,"Drama, Romance","Emily Watson, Stellan Skarsgård, Katrin Cartlidge",Lars von Trier,da,tt0115751,102
2212,Nightwatch,1997,"Action, Drama, Horror, Mystery, Thriller","Ewan McGregor, Patricia Arquette, Nick Nolte",Ole Bornedal,en,tt0119791,1373
199,Star Trek: First Contact,1996,"Science Fiction, Action, Adventure, Thriller","Patrick Stewart, Jonathan Frakes, Brent Spiner",Jonathan Frakes,en,tt0117731,151
64900,I Can't Sleep,1994,"Drama, Mystery","Béatrice Dalle, Richard Courcet, Alex Descas",Claire Denis,fr,tt0110171,4614
1573,Die Hard 2,1990,"Action, Thriller","Bruce Willis, Bonnie Bedelia, William Atherton",Renny Harlin,en,tt0099423,952
152,Star Trek: The Motion Picture,1979,"Science Fiction, Adventure, Mystery","William Shatner, Leonard Nimoy, DeForest Kelley",Robert Wise,en,tt0079945,108
174,Star Trek VI: The Undiscovered Country,1991,"Science Fiction, Action, Adventure, Thriller","William Shatner, Leonard Nimoy, DeForest Kelley",Nicholas Meyer,en,tt0102975,130
172,Star Trek V: The Final Frontier,1989,"Science Fiction, Action, Adventure, Thriller","William Shatner, Leonard Nimoy, DeForest Kelley",William Shatner,en,tt0098382,128
154,Star Trek II: The Wrath of Khan,1982,"Action, Adventure, Science Fiction, Thriller","William Shatner, Leonard Nimoy, DeForest Kelley",Nicholas Meyer,en,tt0084726,110
157,Star Trek III: The Search for Spock,1984,"Science Fiction, Action, Adventure, Thriller","William Shatner, Leonard Nimoy, DeForest Kelley",Leonard Nimoy,en,tt0088170,113
168,Star Trek IV: The Voyage Home,1986,"Science Fiction, Adventure","William Shatner, Leonard Nimoy, DeForest Kelley",Leonard Nimoy,en,tt0092007,124
364,Batman Returns,1992,"Action, Fantasy","Michael Keaton, Danny DeVito, Michelle Pfeiffer",Tim Burton,en,tt0103776,285
621,Grease,1978,Romance,"John Travolta, Olivia Newton-John, Stockard Channing",Randal Kleiser,en,tt0077631,474
55687,Adrenalin: Fear the Rush,1996,"Action, Science Fiction, Thriller","Christopher Lambert, Natasha Henstridge, Norbert Weisser",Albert Pyun,en,tt0115471,4378
8845,Under Siege,1992,"Action, Thriller","Steven Seagal, Tommy Lee Jones, Gary Busey",Andrew Davis,en,tt0105690,2790
579,Jaws 2,1978,"Horror, Thriller","Roy Scheider, Lorraine Gary, Murray Hamilton",Jeannot Szwarc,en,tt0077766,435
75,Mars Attacks!,1996,"Comedy, Fantasy, Science Fiction","Jack Nicholson, Glenn Close, Annette Bening",Tim Burton,en,tt0116996,40
378,Raising Arizona,1987,"Comedy, Crime","Nicolas Cage, Holly Hunter, Trey Wilson",Joel Coen,en,tt0093822,287
2322,Sneakers,1992,"Comedy, Crime, Drama","Robert Redford, Sidney Poitier, Dan Aykroyd",Phil Alden Robinson,en,tt0105435,1420
26949,In Love and War,1996,"Drama, Romance","Sandra Bullock, Chris O'Donnell, Mackenzie Astin",Richard Attenborough,en,tt0116621,3279
3179,Beavis and Butt-Head Do America,1996,"Animation, Comedy","Mike Judge, Bruce Willis, Demi Moore",Mike Judge,en,tt0115641,1724
4232,Scream,1996,"Crime, Horror, Mystery","David Arquette, Neve Campbell, Courteney Cox",Wes Craven,en,tt0117571,1877
2928,Michael,1996,"Comedy, Drama, Fantasy","John Travolta, Andie MacDowell, William Hurt",Nora Ephron,en,tt0117038,1593
8818,Evita,1996,"History, Drama, Music","Madonna, Antonio Banderas, Jonathan Pryce",Alan Parker,en,tt0116250,2775
34314,Turbulence,1997,"Action, Thriller, Crime","Ray Liotta, Lauren Holly, Brendan Gleeson",Robert Butler,en,tt0120390,3736
2892,Angel Baby,1995,Drama,"John Lynch, Jacqueline McKenzie, Colin Friels",Michael Rymer,en,tt0112362,1577
8860,Metro,1997,"Action, Adventure, Comedy, Crime, Thriller","Eddie Murphy, Kim Miyori, Art Evans",Thomas Carter,en,tt0119664,2801
31000,Amos & Andrew,1993,"Action, Comedy","Samuel L. Jackson, Michael Lerner, Margaret Colin",E. Max Frye,en,tt0106266,3487
4104,Benny & Joon,1993,"Comedy, Drama, Romance","Johnny Depp, Mary Stuart Masterson, Aidan Quinn",Jeremiah S. Chechik,en,tt0106387,1842
26306,Prefontaine,1997,"Drama, Romance","Jared Leto, R. Lee Ermey, Ed O'Neill",Steve James,en,tt0119937,3086
784,Kolya,1996,"Music, Drama, Comedy","Andrei Chalimon, Zdeněk Svěrák, Libuše Šafránková",Jan Svěrák,cs,tt0116790,597
1968,Fools Rush In,1997,"Drama, Comedy, Romance","Matthew Perry, Salma Hayek, Jon Tenney",Andy Tennant,en,tt0119141,1206
66,Absolute Power,1997,"Crime, Drama, Thriller","Clint Eastwood, Gene Hackman, Ed Harris",Clint Eastwood,en,tt0118548,32
25796,That Old Feeling,1997,"Comedy, Drama, Romance","Dennis Farina, Paula Marshall, Danny Nucci",Carl Reiner,en,tt0120318,2936
638,Lost Highway,1997,"Drama, Thriller, Mystery","Bill Pullman, Patricia Arquette, John Roselius",David Lynch,en,tt0116922,490
27322,Love Jones,1997,"Comedy, Drama, Romance","Larenz Tate, Nia Long, Isaiah Washington",Theodore Witcher,en,tt0119572,3346
884,Crash,1996,"Drama, Thriller, Romance","James Spader, Deborah Kara Unger, Holly Hunter",David Cronenberg,en,tt0115964,689
1624,Liar Liar,1997,Comedy,"Jim Carrey, Maura Tierney, Cary Elwes",Tom Shadyac,en,tt0119528,989
88423,The Quiet Room,1996,"Drama, Foreign","Celine O'Leary, Paul Blackwell, Chloe Ferguson",Rolf de Heer,en,tt0117422,5368
4477,The Devil's Own,1997,"Crime, Thriller, Drama","Harrison Ford, Brad Pitt, Margaret Colin",Alan J. Pakula,en,tt0118972,1948
6499,Turbo: A Power Rangers Movie,1997,"Action, Adventure, Family, Fantasy, Science Fiction, Thriller","Johnny Yong Bosch, Nakia Burrise, Jason David Frank",Shuki Levy,en,tt0120389,2455
93946,Hollow Reed,1996,Drama,"Martin Donovan, Ian Hart, Joely Richardson",Angela Pope,en,tt0113314,5520
77223,Paradise Road,1997,"War, Drama, History","Glenn Close, Frances McDormand, Pauline Collins",Bruce Beresford,en,tt0119859,4923
105763,A Chef in Love,1996,"Drama, Comedy, Romance, Foreign","Pierre Richard, Micheline Presle, Nino Kirtadze",Nana Dzhordzhadze,fr,tt0117050,5859
816,Austin Powers: International Man of Mystery,1997,"Science Fiction, Comedy, Crime","Mike Myers, Elizabeth Hurley, Michael York",Jay Roach,en,tt0118655,627
2163,Breakdown,1997,"Drama, Action, Thriller","Kurt Russell, J.T. Walsh, Kathleen Quinlan",Jonathan Mostow,en,tt0118771,1345
124843,Ripe,1996,Drama,"Monica Keena, Daisy Eagan, Gordon Currie",Mo Ogrodnik,en,tt0117482,6330
18,The Fifth Element,1997,"Adventure, Fantasy, Action, Thriller, Science Fiction","Bruce Willis, Gary Oldman, Ian Holm",Luc Besson,en,tt0119116,11
1811,Nowhere,1997,"Science Fiction, Drama, Comedy","James Duval, Rachel True, Nathan Bexton",Gregg Araki,en,tt0119809,1092
2058,Addicted to Love,1997,"Comedy, Romance","Meg Ryan, Matthew Broderick, Kelly Preston",Griffin Dunne,en,tt0118556,1274
330,The Lost World: Jurassic Park,1997,"Adventure, Action, Science Fiction","Jeff Goldblum, Julianne Moore, Pete Postlethwaite",Steven Spielberg,en,tt0119567,264
33660,Shiloh,1996,"Drama, Family","Blake Heron, J. Madison Wright, Michael Moriarty",Dale Rosenbloom,en,tt0120118,3705
1701,Con Air,1997,"Action, Thriller, Crime","Nicolas Cage, John Cusack, John Malkovich",Simon West,en,tt0118880,1045
26422,The Pillow Book,1996,"Drama, Foreign, Romance","Vivian Wu, Yoshi Oida, Ken Ogata",Peter Greenaway,en,tt0114134,3124
1639,Speed 2: Cruise Control,1997,"Action, Adventure, Thriller","Sandra Bullock, Jason Patric, Willem Dafoe",Jan de Bont,en,tt0120179,1000
107743,Wedding Bell Blues,1996,"Comedy, Romance","Illeana Douglas, Paulina Porizkova, Julie Warner",Dana Lustig,en,tt0118127,5928
415,Batman & Robin,1997,"Action, Crime, Fantasy","George Clooney, Chris O'Donnell, Arnold Schwarzenegger",Joel Schumacher,en,tt0118688,316
8874,My Best Friend's Wedding,1997,"Comedy, Romance","Julia Roberts, Dermot Mulroney, Cameron Diaz",P.J. Hogan,en,tt0119738,2810
266,Contempt,1963,Drama,"Brigitte Bardot, Michel Piccoli, Jack Palance",Jean-Luc Godard,fr,tt0057345,210
754,Face/Off,1997,"Action, Crime, Science Fiction, Thriller","John Travolta, Nicolas Cage, Joan Allen",John Woo,en,tt0119094,567
607,Men in Black,1997,"Action, Adventure, Comedy, Science Fiction","Tommy Lee Jones, Will Smith, Linda Fiorentino",Barry Sonnenfeld,en,tt0119654,462
4421,G.I. Jane,1997,"Action, Drama","Demi Moore, Viggo Mortensen, Anne Bancroft",Ridley Scott,en,tt0119173,1932
2142,Cop Land,1997,"Action, Crime, Drama","Sylvester Stallone, Harvey Keitel, Ray Liotta",James Mangold,en,tt0118887,1331
8834,Conspiracy Theory,1997,"Action, Drama, Mystery, Thriller","Mel Gibson, Julia Roberts, Patrick Stewart",Richard Donner,en,tt0118883,2780
8854,Steel,1997,"Science Fiction, Action, Adventure","Shaquille O'Neal, Annabeth Gish, Richard Roundtree",Kenneth Johnson,en,tt0120207,2798
4961,Mimic,1997,"Fantasy, Horror, Thriller","Mira Sorvino, Jeremy Northam, Giancarlo Giannini",Guillermo del Toro,en,tt0119675,2112
26180,Excess Baggage,1997,"Action, Comedy, Romance","Alicia Silverstone, Benicio del Toro, Christopher Walken",Marco Brambilla,en,tt0119086,3041
6072,One Eight Seven,1997,"Drama, Thriller","Samuel L. Jackson, John Heard, Kelly Rowan",Kevin Reynolds,en,tt0118531,2388
1669,The Hunt for Red October,1990,"Action, Adventure, Thriller","Alec Baldwin, Sean Connery, Scott Glenn",John McTiernan,en,tt0099810,1024
468,My Own Private Idaho,1991,"Drama, Romance","River Phoenix, Keanu Reeves, James Russo",Gus Van Sant,en,tt0102494,353
108401,Star Maps,1997,"Comedy, Drama","Douglas Spain, Efrain Figueroa, Kandeyce Jorden",Miguel Arteta,en,tt0120197,5951
6623,The Peacemaker,1997,"Action, Thriller","George Clooney, Nicole Kidman, Marcel Iureș",Mimi Leder,en,tt0119874,2478
2118,L.A. Confidential,1997,"Crime, Drama, Mystery, Thriller","Kevin Spacey, Guy Pearce, Danny DeVito",Curtis Hanson,en,tt0119488,1318
56651,Kicked in the Head,1997,"Comedy, Crime, Drama, Romance","Kevin Corrigan, Linda Fiorentino, Michael Rapaport",Matthew Harrison,en,tt0119457,4408
2649,The Game,1997,"Drama, Thriller, Mystery","Michael Douglas, Sean Penn, Deborah Kara Unger",David Fincher,en,tt0119174,1508
2255,Chasing Amy,1997,"Comedy, Drama, Romance","Ben Affleck, Joey Lauren Adams, Jason Lee",Kevin Smith,en,tt0118842,1381
172545,Alive and Kicking,1996,"Comedy, Drama","Jason Flemyng, Antony Sher, Dorothy Tutin",Nancy Meckler,en,tt0116631,7423
3597,I Know What You Did Last Summer,1997,"Horror, Thriller, Mystery","Jennifer Love Hewitt, Sarah Michelle Gellar, Ryan Phillippe",Jim Gillespie,en,tt0119345,1788
782,Gattaca,1997,"Thriller, Science Fiction, Mystery, Romance","Ethan Hawke, Jude Law, Gore Vidal",Andrew Niccol,en,tt0119177,595
1959,Swept from the Sea,1998,"Drama, Romance","Rachel Weisz, Vincent Pérez, Ian McKellen",Beeban Kidron,en,tt0120257,1199
1281,Bean,1997,Comedy,"Rowan Atkinson, Peter MacNicol, John Mills",Mel Smith,en,tt0118689,841
4995,Boogie Nights,1997,Drama,"Mark Wahlberg, Burt Reynolds, John C. Reilly",Paul Thomas Anderson,en,tt0118749,2137
45928,Incognito,1997,"Crime, Thriller","Jason Patric, Irène Jacob, Ian Richardson",John Badham,en,tt0119365,4053
563,Starship Troopers,1997,"Adventure, Action, Thriller, Science Fiction","Casper Van Dien, Dina Meyer, Denise Richards",Paul Verhoeven,en,tt0120201,422
31535,Chairman of the Board,1998,Comedy,"Scott 'Carrot Top' Thompson, Courtney Thorne-Smith, Larry Miller",Alex Zamm,en,tt0118836,3540
4824,The Jackal,1997,"Action, Thriller, Adventure, Crime","Bruce Willis, Richard Gere, Sidney Poitier",Michael Caton-Jones,en,tt0119395,2055
2895,The Apostle,1997,Drama,"Robert Duvall, Billy Bob Thornton, June Carter Cash",Robert Duvall,en,tt0118632,1579
2639,Deconstructing Harry,1997,"Comedy, Drama","Woody Allen, Kirstie Alley, Billy Crystal",Woody Allen,en,tt0118954,1504
489,Good Will Hunting,1997,Drama,"Robin Williams, Matt Damon, Ben Affleck",Gus Van Sant,en,tt0119217,366
167738,Guy,1997,Drama,"Vincent D'Onofrio, Hope Davis",Michael Lindsay-Hogg,en,tt0116465,7310
8197,Midnight in the Garden of Good and Evil,1997,"Crime, Drama, Mystery, Thriller","John Cusack, Kevin Spacey, Jude Law",Clint Eastwood,en,tt0119668,2646
6283,MouseHunt,1997,"Comedy, Family","Nathan Lane, Lee Evans, Vicki Lewis",Gore Verbinski,en,tt0119715,2419
4233,Scream 2,1997,"Horror, Mystery","David Arquette, Neve Campbell, Courteney Cox",Wes Craven,en,tt0120082,1878
597,Titanic,1997,"Drama, Romance, Thriller","Kate Winslet, Leonardo DiCaprio, Frances Fisher",James Cameron,en,tt0120338,452
714,Tomorrow Never Dies,1997,"Adventure, Action, Thriller","Pierce Brosnan, Jonathan Pryce, Michelle Yeoh",Roger Spottiswoode,en,tt0120347,557
62394,The Education of Little Tree,1997,Drama,"Joseph Ashton, James Cromwell, Tantoo Cardinal",Richard Friedenberg,it,tt0119052,4562
547,The Horse Whisperer,1998,"Drama, Romance","Robert Redford, Kristin Scott Thomas, Sam Neill",Robert Redford,en,tt0119314,409
25994,The Winter Guest,1997,Drama,"Emma Thompson, Phyllida Law, Sheila Reid",Alan Rickman,en,tt0120521,2992
184,Jackie Brown,1997,"Comedy, Crime, Romance","Pam Grier, Samuel L. Jackson, Robert Forster",Quentin Tarantino,en,tt0119396,139
115,The Big Lebowski,1998,"Comedy, Crime","Jeff Bridges, John Goodman, Julianne Moore",Joel Coen,en,tt0118715,77
26941,Afterglow,1997,"Drama, Romance, Comedy","Nick Nolte, Julie Christie, Lara Flynn Boyle",Alan Rudolph,en,tt0118566,3274
27103,My Life in Pink,1997,"Drama, Comedy","Michèle Laroque, Jean-Philippe Écoffey, Hélène Vincent",Alain Berliner,fr,tt0119590,3310
32302,3 Ninjas: High Noon at Mega Mountain,1998,"Action, Comedy, Family","Victor Wong, Mathew Botuchis, Hulk Hogan",Sean McNamara,en,tt0118539,3621
586,Wag the Dog,1997,"Comedy, Drama","Dustin Hoffman, Robert De Niro, Anne Heche",Barry Levinson,en,tt0120885,442
2666,Dark City,1998,"Mystery, Science Fiction","Rufus Sewell, William Hurt, Kiefer Sutherland",Alex Proyas,en,tt0118929,1516
6116,Spice World,1997,"Adventure, Fantasy, Drama, Comedy, Music","Victoria Beckham, Melanie Brown, Emma Bunton",Bob Spiers,en,tt0120185,2402
2923,B. Monkey,1998,"Romance, Crime, Drama","Asia Argento, Jared Harris, Rupert Everett",Michael Radford,en,tt0120594,1588
30949,Palmetto,1998,"Mystery, Thriller, Drama, Romance, Crime","Woody Harrelson, Gina Gershon, Elisabeth Shue",Volker Schlöndorff,en,tt0120782,3482
2898,As Good as It Gets,1997,"Comedy, Romance","Jack Nicholson, Helen Hunt, Greg Kinnear",James L. Brooks,en,tt0119822,1581
26269,Twilight,1998,"Drama, Crime, Mystery, Thriller","Paul Newman, Susan Sarandon, Gene Hackman",Robert Benton,en,tt0119594,3073
6970,Welcome to Woop Woop,1998,"Music, Comedy, Fantasy, Adventure","Johnathon Schaech, Rod Taylor, Susie Porter",Stephan Elliott,en,tt0120491,2517
47452,Love and Death on Long Island,1997,"Drama, Romance, Foreign","John Hurt, Jason Priestley, Sheila Hancock",Richard Kwietniowski,en,tt0119574,4106
617,Wild Things,1998,Thriller,"Matt Dillon, Kevin Bacon, Denise Richards",John McNaughton,en,tt0120890,470
5910,Fireworks,1997,"Crime, Drama","Takeshi Kitano, Kayoko Kishimoto, Ren Osugi",Takeshi Kitano,ja,tt0119250,2345
32456,Two Girls and a Guy,1997,"Drama, Romance","Robert Downey Jr., Natasha Gregson Wagner, Heather Graham",James Toback,en,tt0124179,3630
1774,The Big One,1997,Documentary,"Michael Moore, Elaine Bly, Jim Czarnecki",Michael Moore,en,tt0124295,1075
2157,Lost in Space,1998,"Adventure, Family, Science Fiction","Gary Oldman, William Hurt, Matt LeBlanc",Stephen Hopkins,en,tt0120738,1341
8838,Mercury Rising,1998,"Action, Crime, Drama, Thriller","Bruce Willis, Alec Baldwin, Miko Hughes",Harold Becker,en,tt0120749,2783
795,City of Angels,1998,"Drama, Fantasy, Romance","Nicolas Cage, Meg Ryan, Andre Braugher",Brad Silberling,en,tt0120632,607
27472,The Odd Couple II,1998,"Adventure, Comedy","Jack Lemmon, Walter Matthau, Richard Riehle",Howard Deutch,en,tt0120773,3383
98499,Illtown,1996,"Crime, Drama","Michael Rapaport, Lili Taylor, Adam Trese",Nick Gomez,en,tt0118229,5656
267,Live Flesh,1997,"Drama, Romance, Thriller","Liberto Rabal, Francesca Neri, Javier Bardem",Pedro Almodóvar,es,tt0118819,211
73135,Ratchet,1996,Thriller,"Tom Gilroy, Margaret Welsh, Mitchell Lichtenstein",John Johnson,en,tt0117443,4840
6264,Prince Valiant,1997,"Adventure, Fantasy","Stephen Moyer, Katherine Heigl, Thomas Kretschmann",Anthony Hickox,en,tt0119947,2413
4415,Les Misérables,1998,"Crime, Drama, History, Romance","Liam Neeson, Geoffrey Rush, Uma Thurman",Bille August,en,tt0119683,1930
8656,Deep Impact,1998,"Action, Drama, Romance","Robert Duvall, Téa Leoni, Elijah Wood",Mimi Leder,en,tt0120647,2732
929,Godzilla,1998,"Science Fiction, Action, Thriller","Matthew Broderick, Jean Reno, Maria Pitillo",Roland Emmerich,en,tt0120685,728
1878,Fear and Loathing in Las Vegas,1998,"Adventure, Drama, Comedy","Johnny Depp, Benicio del Toro, Tobey Maguire",Terry Gilliam,en,tt0120669,1134
26610,Insomnia,1997,"Crime, Drama, Thriller","Stellan Skarsgård, Maria Mathiesen, Sverre Anker Ousdal",Erik Skjoldbjærg,no,tt0119375,3180
1965,A Perfect Murder,1998,"Crime, Thriller, Drama","Michael Douglas, Gwyneth Paltrow, Viggo Mortensen",Andrew Davis,en,tt0120787,1203
312,Beyond Silence,1996,Drama,"Sylvie Testud, Tatjana Trieb, Howie Seago",Caroline Link,de,tt0116692,250
6068,Six Days Seven Nights,1998,"Action, Adventure, Comedy, Romance","Harrison Ford, Anne Heche, David Schwimmer",Ivan Reitman,en,tt0120828,2385
846,The X Files,1998,"Mystery, Science Fiction, Thriller","David Duchovny, Gillian Anderson, Mitch Pileggi",Rob Bowman,en,tt0120902,655
3050,Doctor Dolittle,1998,"Comedy, Family, Fantasy","Eddie Murphy, Ossie Davis, Oliver Platt",Betty Thomas,en,tt0118998,1647
1389,Out of Sight,1998,"Romance, Comedy, Crime","George Clooney, Jennifer Lopez, Ving Rhames",Steven Soderbergh,en,tt0120780,871
95,Armageddon,1998,"Action, Thriller, Science Fiction, Adventure","Bruce Willis, Billy Bob Thornton, Ben Affleck",Michael Bay,en,tt0120591,57
944,Lethal Weapon 4,1998,"Action, Adventure, Comedy, Crime, Thriller","Mel Gibson, Danny Glover, Joe Pesci",Richard Donner,en,tt0122151,740
473,Pi,1998,"Mystery, Drama, Thriller","Sean Gullette, Mark Margolis, Ben Shenkman",Darren Aronofsky,en,tt0138704,357
544,There's Something About Mary,1998,"Romance, Comedy","Cameron Diaz, Ben Stiller, Matt Dillon",Bobby Farrelly,en,tt0129387,407
143,All Quiet on the Western Front,1930,"Drama, War","Lew Ayres, Arnold Lucy, John Wray",Lewis Milestone,en,tt0020629,100
